"logFC" "logCPM" "PValue" "FDR"
"butternut" -5.94197631308602 10.0434001689106 1.67395597627233e-24 9.58028918877457e-22
"oregano" -5.95042995333571 7.87530597114111 1.84821345163426e-24 1.02837676804683e-21
"kiwi" -5.90825409470139 10.143966252577 2.53378050008305e-24 1.37173397830172e-21
"garlic" -5.88060170638278 10.9120763072174 3.16164883507208e-24 1.66660494250865e-21
"pomegranate" -5.77529028832514 10.5553464770204 1.29532027287352e-23 6.65296420152037e-21
"lentil" -5.72447689542639 11.073627278059 2.27544551744807e-23 1.13948622900006e-20
"turnip" -5.7133342290525 8.28048563446683 3.79135935164425e-23 1.85231022372649e-20
"currant" -5.67561333158267 9.5846712172212 5.43064451642315e-23 2.5900295311541e-20
"spinach" -5.62841800528681 8.62932820552773 1.09007044385402e-22 5.07795373507902e-20
"watermelon" -5.52805529863853 12.6357492942485 2.089980088481e-22 9.51463435280977e-20
"thyme" -5.51581842844782 8.00380105427505 4.66843333451451e-22 2.07807529163689e-19
"okra" -5.4812749710777 10.9813170885786 5.13541286039877e-22 2.23624902188365e-19
"horseradish" -5.48868062226131 6.80597387988288 6.40444362738826e-22 2.72951936808966e-19
"pepper" -5.39997607851628 6.96766745993069 1.69528381917411e-21 7.07463128789095e-19
"cilantro" -5.14378989852592 7.74388546021796 4.89317667217559e-20 2.0003106514357e-17
"maize" -5.07194204675464 8.41585616259407 1.20325634572521e-19 4.82048557224432e-17
"EXOC7" 2.43133768814849 4.21073743605865 1.20439329597855e-06 0.000473043178661693
"DLX5" 2.16620374987574 3.31183221928056 1.35800066493296e-05 0.00523117525370616
"WDR72" 2.11326513777963 6.84426471029821 1.60139579538679e-05 0.00605236965611185
"CNN2" 2.10909194917554 5.22907885698681 1.63909572629168e-05 0.0060801345358053
"KCNE4" 2.07003388914691 6.02965885119142 2.32872935647678e-05 0.00848123231628843
"RP11-295P9.13" 2.04723544389281 5.67323209930529 2.52214499787122e-05 0.00897383386070559
"H2BFM" 2.06018492554147 6.284992355512 2.55358459418011e-05 0.00897383386070559
"S100A4" 2.0469269961652 5.07149792660415 2.98189508692974e-05 0.0102983345666017
"P3H2" 2.00877704826989 3.99437043237015 4.70988100403303e-05 0.0159904451511501
"SLITRK3" 2.00040416715894 2.39969828584941 5.85606845056897e-05 0.0195504845222245
"TRIM74" 1.87880270442158 5.69227446714489 0.000101437625577762 0.0333097881630846
"RP11-444E17.6" -1.86719188241435 7.50041559646627 0.000123980894854254 0.0400558274971864
"CATSPERD" 1.86494524198575 4.75063396343401 0.000143095072012852 0.0454974188490386
"CACNG3" 1.86492650865924 3.48377178417543 0.000151280639355035 0.0473484763581361
"SMPDL3A" 1.82283994665328 5.57386056892661 0.000154786938517911 0.0477005717761887
"MAMDC2" 1.85083131176744 4.47505241210263 0.000160650893208485 0.0487456897081005
"CST1" 1.82953058940919 6.78486946251482 0.000163045340244757 0.0487456897081005
"ERF" 1.84481951416412 4.784831242265 0.000165733670413961 0.0488207522362066
"TCEA3" 1.82414604228941 6.34860142214657 0.000171704767573177 0.049846640568961
"KRTAP12-3" 1.80411676720513 5.52682810065135 0.000177795621038783 0.0508774869289693
"CILP2" 1.80088184433794 6.64332324500271 0.000204124807944934 0.0575890708161265
"GPATCH11" 1.82623542295934 2.88462137097349 0.000214542749306655 0.0592647946563103
"CCNI" 1.79412959015716 6.3586856086517 0.000216359722887339 0.0592647946563103
"MTO1" 1.77812439217578 5.56277572842109 0.000218940382635263 0.0592647946563103
"CSE1L" 1.80238425464525 4.28991252417216 0.000232420443834444 0.0620748521393034
"OR5M8" 1.80929804095165 3.1423913091822 0.000237717087910141 0.0626540919464216
"MUC12" 1.76826330370004 5.73018332497512 0.000242909994103928 0.0631912998947503
"IGSF23" 1.78828760254949 4.88652659446912 0.00024890505215752 0.0639207320482985
"OR9Q1" 1.7778150383375 4.25448786300517 0.000280458821140776 0.0711122866616568
"RHD" 1.7301879072112 5.3691990104174 0.000328800982502182 0.0823276560062651
"ARPC4-TTLL3" 1.7702742993314 2.61626876251597 0.000336533805600849 0.0832235637035877
"TIMM21" 1.7496935321974 4.66121128532286 0.000349623663857351 0.0848384549251463
"TFEB" 1.72138398402696 5.82730049190709 0.000353653224399751 0.0848384549251463
"RESP18" 1.79709793545468 1.24351803382227 0.000358549702844277 0.0848384549251463
"TAGLN" 1.74260003842507 4.4720424233325 0.000363340218758989 0.0848384549251463
"NEFM" 1.72586430113014 5.16173179581158 0.000364240782964534 0.0848384549251463
"CHGA" 1.73481506072803 4.89443634824175 0.000370663001190316 0.0853419606533703
"IGHMBP2" 1.71222929343411 5.84739285132929 0.000380811232025816 0.0864872945100782
"OR51A7" 1.70942106936793 5.80232209256985 0.000384272837671457 0.0864872945100782
"VPS13A" 1.72627351960588 3.89004188303631 0.000417767645364719 0.0925143996441858
"SHMT1" 1.72535920366785 3.9233020616537 0.000420289070322046 0.0925143996441858
"UBQLNL" 1.75638029297567 1.57945431279688 0.00043750182405851 0.0952565112795219
"DDAH1" 1.69662021348973 6.0329629601071 0.000448942124307712 0.0965294994974653
"ABCB1" 1.69541756591009 6.53710863367456 0.000452986518534359 0.0965294994974653
"PXN" 1.68453374186982 7.03937064012497 0.000489097540212329 0.10216542338816
"SYNJ2" 1.70891582757543 3.32634835413184 0.000489635097861483 0.10216542338816
"BIN1" 1.69722239794924 4.14366332607624 0.000512359097648623 0.10481069873709
"PTPRQ" 1.68864701963462 4.928572766071 0.000516362791912044 0.10481069873709
"MSH5-SAPCD1" 1.69509527230652 4.10784942585313 0.000521848400749267 0.10481069873709
"CIB3" 1.67758732865114 7.53387310946094 0.000523242467860268 0.10481069873709
"BTBD18" 1.67379646226243 6.11831186917625 0.00053620935818421 0.106344650037504
"ENOX1" 1.68025678605067 4.95358818631585 0.000545338704722032 0.106779807372562
"PARP12" 1.6881064670366 4.10269142551897 0.000549064957284904 0.106779807372562
"BMF" 1.68777466840167 3.69384550857711 0.000554805420211914 0.106858724733316
"MRPL9" 1.68422507064287 3.66692531483405 0.000569488866628347 0.106999678390681
"POLR3A" 1.77026863721196 0.338846045046455 0.000569619769156647 0.106999678390681
"NUDT16" 1.69416454186539 2.63692333821248 0.000579057847552059 0.106999678390681
"RP4-608O15.3" 1.69102745903932 2.79003126178782 0.000581502587826249 0.106999678390681
"GCLM" 1.65449479424265 5.8417891730539 0.000582772498758263 0.106999678390681
"NCR1" 1.69293634835962 2.56857927652101 0.000587587470569362 0.106999678390681
"DCDC2B" 1.64167314428159 5.51741660367969 0.000607379947921536 0.109607457088435
"RP11-577H5.5" 1.64705794574473 5.33002979146584 0.000616841895396651 0.110321071488306
"SYT14" 1.68722075165287 2.19686025599769 0.000631182191425682 0.111886818375645
"ALS2CL" 1.65701367912733 4.84867431455042 0.000659562804246255 0.115117255487957
"ANKRD52" 1.64273509801682 7.23336559526586 0.000667628451570675 0.115117255487957
"ARFGAP2" 1.66759011769897 3.0341280831712 0.000671672483037503 0.115117255487957
"SH2D2A" 1.6581382609625 4.26336281365173 0.000672393734316361 0.115117255487957
"REXO1" 1.63520304705085 5.15958733363187 0.000708177939837168 0.120216206041342
"TRIM39-RPP21" 1.67630210048637 1.84887875793202 0.000720598400925645 0.121296693856652
"RP13-210D15.9" 1.62750225798899 7.19670451833958 0.000744023397171745 0.123616639966091
"FLYWCH2" 1.63703644607201 4.94147531887681 0.000746723250756178 0.123616639966091
"MPPED2" 1.65071219805974 2.83858390700563 0.000768156304017733 0.126122450211305
"ZNF565" 1.60845060443302 5.38823263646022 0.00080123128028625 0.130483445328568
"HSD17B10" 1.64838660137706 2.25130322282919 0.00083514471303352 0.134909546344955
"PLA2G10" 1.60826827533275 7.5109062245692 0.000862112011639911 0.138151725641273
"TNFRSF12A" 1.60013083530131 5.93169616710938 0.00088146573388493 0.140132064408326
"ZNF180" 1.61791118834688 4.73885902942036 0.000889544623523823 0.140302900423667
"KCNS3" 1.61860300099249 3.86749136000008 0.000903654141165747 0.141414813294462
"OR13C8" 1.59618372696234 6.81930421113655 0.00092364363777311 0.143126355283912
"TTYH2" 1.584734755257 5.72391915207391 0.000943300401439367 0.143126355283912
"MGRN1" 1.59696210587657 5.11080173762582 0.000943567644896394 0.143126355283912
"ASNA1" -1.68834500522639 0.571036352813415 0.000950630830122543 0.143126355283912
"NAV2" 1.59062813269261 5.2366882066341 0.000951129235574015 0.143126355283912
"NDUFB8" 1.62351061443006 2.46361127943622 0.000965900145922209 0.143126355283912
"RSF1" 1.57867953132401 5.60090441535554 0.000968475961022671 0.143126355283912
"SFTPA1" 1.60439911782913 4.13987399320152 0.00099122897432119 0.143126355283912
"NIPAL3" 1.58899761136979 8.02304152274029 0.000993066107380968 0.143126355283912
"NRM" 1.58524218733367 6.00024146736271 0.00099520525175239 0.143126355283912
"SLC38A7" 1.58458068758579 5.21836964100916 0.00099792538630566 0.143126355283912
"FAR2" 1.58394148912066 6.96243710718419 0.00100640930216662 0.143126355283912
"USP16" 1.58444765227579 6.42682396861849 0.00101036425193534 0.143126355283912
"AC109829.2" 1.58286070982573 7.30338659052269 0.00102509416511414 0.143126355283912
"ERMN" 1.59872419826967 4.59441823852263 0.00102817607129133 0.143126355283912
"TPH1" 1.5967380827964 4.75180348517678 0.00102891493988734 0.143126355283912
"PLXNB3" 1.60255507870038 3.2813040177345 0.00104074510711407 0.143773553383462
"MYBBP1A" 1.59155148209463 3.90617141971158 0.00109026175322818 0.146863193962511
"RSPH9" 1.56615090693873 5.34375548270056 0.00109636864846856 0.146863193962511
"CFAP47" 1.57210877054792 6.56377607661222 0.001099122203821 0.146863193962511
"EDN2" 1.59981681067782 2.78143567838391 0.00109934190186489 0.146863193962511
"OR52I1" 1.60020645238287 2.88029390613358 0.00109976931228479 0.146863193962511
"FAM134C" 1.60175099099196 2.5228068861037 0.00111247891805466 0.147576590778496
"ANAPC10" 1.58304137534792 4.80589547269953 0.00112009099865015 0.147608834170797
"ZNF274" 1.56659250508571 6.05160737923813 0.00114759528516262 0.14849265502906
"SLC25A15" 1.56778878834981 7.84007719550228 0.00114995931443795 0.14849265502906
"PIGG" 1.55539535539107 5.6562033039136 0.00115034901421375 0.14849265502906
"FSCN2" 1.56287923832932 5.22566136001823 0.00115975415098634 0.14849265502906
"GEM" 1.58171334246172 4.08936033732029 0.00116386335377976 0.14849265502906
"MRAS" 1.56217708140057 6.57632196348862 0.00117785054724699 0.149326103239901
"NLRP10" 1.56149559611736 5.14066100962485 0.00119935870382623 0.151096567272599
"FOXO3" 1.55842420389264 6.42374642570337 0.00121224516309084 0.151250048921736
"CISD3" 1.59954480707236 1.82820449979442 0.00121567859200237 0.151250048921736
"OR14I1" 1.55035155185538 5.9660150718705 0.00126083564418324 0.155830679211819
"CD5L" 1.55239365102227 7.58797597625229 0.00127669968217915 0.155830679211819
"MEGF11" 1.56220328411465 4.82193362774473 0.00128947695893866 0.155830679211819
"RNF10" 1.5350220612436 5.54841200303499 0.00130836915042518 0.155830679211819
"PGLYRP4" 1.58493723521918 2.03272838580941 0.00130838206544263 0.155830679211819
"RAB20" 1.54155498615819 5.88699619298072 0.00131720169951163 0.155830679211819
"SEZ6L2" 1.54579591349675 7.19120232114446 0.00132283227048857 0.155830679211819
"OSTF1" 1.56291396736305 3.8611907551384 0.00132848652077175 0.155830679211819
"S100A7" 1.56219140429084 3.75473560149544 0.00133749593518274 0.155830679211819
"LRCOL1" 1.54425360836076 6.31053536705342 0.00134038588715394 0.155830679211819
"RPS27L" 1.57514485370891 2.30012781023186 0.00134321562075368 0.155830679211819
"NOS2" 1.55790004253418 4.39685385348956 0.00134584930875366 0.155830679211819
"RABL2A" 1.54100397667022 6.74301806627936 0.00136051739452358 0.156623700745413
"KRT4" 1.60318052776361 1.17148022665746 0.0013807011766124 0.157247280026116
"AGPAT3" 1.54468667840616 5.02802252727056 0.00138990080028705 0.157247280026116
"CCDC183" 1.55607433454796 3.68454495305249 0.0013964397854305 0.157247280026116
"VOPP1" 1.59446115010234 1.34679606301926 0.0014027526822322 0.157247280026116
"C1QTNF6" 1.53310142873749 5.91496450069397 0.00140518511929882 0.157247280026116
"RFPL3" 1.52528083855918 5.88734651296654 0.00147426702411471 0.163277573074454
"KIAA1683" 1.54803323027492 3.53615448557593 0.00147961337443342 0.163277573074454
"SCRT2" 1.52444832174056 5.29998004100147 0.00148352644898161 0.163277573074454
"PSMB3" 1.5146775032041 5.53139418301273 0.00150388629152166 0.163510522510258
"SFTA2" 1.52692325508448 6.31869487506682 0.00150993997880792 0.163510522510258
"ATAD3C" 1.52633578575194 7.13702314720363 0.00151013162919463 0.163510522510258
"TCEB3CL" 1.51818109241114 5.32531662356222 0.00153845645960443 0.16517051549097
"KNCN" 1.5411368883052 3.80649206250366 0.00154195429069 0.16517051549097
"CYP2A6" 1.509665212632 5.56092221071119 0.00156266137275787 0.166498244455919
"VHLL" 1.51647723367074 6.7985685656329 0.00160882708061113 0.170510133606993
"CLSPN" 1.5152048529378 6.86680337059805 0.00162114321827503 0.170874761162477
"OR2AT4" 1.51461894228388 5.18937371659311 0.00163459139876336 0.170874761162477
"CEP131" 1.51327673336682 6.97197890244597 0.00164328705268987 0.170874761162477
"HAS2" 1.51585594394455 7.94609281574437 0.00164638954142869 0.170874761162477
"TMEM185A" 1.5064427070683 5.8575174054741 0.00166719045406966 0.17140463734777
"EPHB1" 1.51780856090988 5.02797135168646 0.00166972928687555 0.17140463734777
"CAB39" 1.51206528184585 6.11971115627986 0.00167855735857622 0.17140463734777
"AGL" 1.53861879581408 2.64074465194277 0.00168572280752387 0.17140463734777
"pumpkin" 1.50916235235715 7.07837880097881 0.00169521619126088 0.171499371349226
"FOXI3" 1.4956624984236 5.61506327624693 0.00173212625309571 0.172925957554139
"NAA10" 1.50744876959024 7.43308524226641 0.0017329454841325 0.172925957554139
"SLC7A6OS" 1.51354283497166 4.98860753612782 0.00173669822515938 0.172925957554139
"OR9G1" 1.53741625783339 2.36029109451679 0.00174384920502901 0.172925957554139
"FAM150A" 1.49597789087489 5.80632486381725 0.00177153837375338 0.174806330860364
"POLR2K" 1.5285595466597 2.71129605806493 0.00179116595147627 0.175305341986489
"SFMBT1" 1.50175513350701 6.27701336660717 0.00179409890206331 0.175305341986489
"SYBU" 1.53141229977865 2.37727281762921 0.0018183116068932 0.176261012488571
"FAM26D" 1.49742819315983 6.91667634774296 0.00182812769096762 0.176261012488571
"WBSCR22" 1.51556535372261 3.84437284374344 0.00183027759960176 0.176261012488571
"FAM83H-AS1" 1.48459111324726 5.61856386175392 0.0018689667110705 0.176592732181464
"LRRC53" 1.49506610957304 6.34044694168271 0.00187461150185656 0.176592732181464
"PPP2R5E" 1.48937740477506 5.32056077668388 0.00187525180678847 0.176592732181464
"POLR3G" 1.48311746009533 5.56751386410842 0.00187611683698401 0.176592732181464
"ZNF630" 1.50868447065725 4.74817767025219 0.00187780200462542 0.176592732181464
"SMARCA1" 1.50793155214781 4.62430150448693 0.00191188942257241 0.178246498338093
"USP17L22" 1.50768679976319 4.6076360271652 0.00191318442128151 0.178246498338093
"CENPL" 1.49087802149416 6.44844149543708 0.00192481819941675 0.178500154409801
"FAM156B" 1.48834488465781 6.9666913274045 0.00194578505041665 0.179612996981087
"SUV39H2" 1.47742979499778 5.64399350523613 0.00196820503157138 0.180849151318378
"OR6P1" 1.4792754949129 5.34190053698924 0.00199700650694421 0.182657704751596
"RRP1" 1.51450049317951 2.2930745035931 0.00201162141064172 0.182889133752351
"C17orf67" 1.48294915002429 6.78476572800615 0.00201977884959057 0.182889133752351
"CD33" 1.48357909756793 6.30587845005201 0.00202692764679856 0.182889133752351
"GRK1" 1.48976655612066 4.98607396470761 0.00203883275496152 0.183074005289832
"CETN3" 1.51338645806808 2.34894100678369 0.00204725561304589 0.183074005289832
"RPA3" 1.49750526339964 4.0015143169954 0.00205948771319942 0.183349326147101
"SULT2B1" 1.47625578991588 5.9525309188766 0.0020863597029015 0.184919784109823
"APOBEC3B" 1.49056313868267 4.71060715361619 0.00213201785331679 0.187888451676114
"SNRPG" 1.47165826128479 5.92214424355671 0.00213861349818552 0.187888451676114
"OR6C1" 1.4653925462191 5.77012206250318 0.00216740420189744 0.189583051459908
"DNAJC16" 1.47241215737681 6.43223176328198 0.00217946040827209 0.189583051459908
"PPIAL4A" 1.46350951438668 5.73655136686237 0.00218629548635808 0.189583051459908
"CACNG6" 1.46601646731064 5.94367765065901 0.00223065099904846 0.191348633711957
"CUEDC1" 1.49120729053466 3.06429584839687 0.00224012765350807 0.191348633711957
"CLDN17" 1.48553058047996 3.65029912112592 0.00224177998320873 0.191348633711957
"KCP" 1.46720226589014 6.67653429430616 0.00224813423888149 0.191348633711957
"CH507-9B2.4" 1.45932438006837 5.7583549868756 0.00225442828301178 0.191348633711957
"SENP2" 1.47840755182425 4.83294458239633 0.00226397215265008 0.191348633711957
"RER1" 1.48137997622889 3.79282520781225 0.0022978245358098 0.192390358932215
"BORCS7-ASMT" 1.55812770432495 0.22359686813693 0.00232753014285668 0.192390358932215
"CISD2" -1.51580866596969 1.25965875536239 0.00233120242528013 0.192390358932215
"SLC26A1" 1.4507400344591 5.56456717952168 0.00233444911781723 0.192390358932215
"SH2D6" 1.46100880981325 6.99673699440615 0.0023387801523958 0.192390358932215
"GPR84" 1.47535520830241 4.36807945235752 0.00234116689239004 0.192390358932215
"CFAP58" 1.46054293637198 6.95736515153444 0.00234352990761621 0.192390358932215
"C8G" 1.47754470369271 3.70476478720458 0.00236023184750672 0.192970629132274
"USP17L21" 1.45530187581775 5.93923362576134 0.00239378774803898 0.194640930066043
"NACA2" 1.45112062704397 5.81287980812512 0.00240070312213437 0.194640930066043
"CARD14" 1.46678657395157 4.92011833944067 0.00240981232371717 0.194640930066043
"OR2J3" 1.46872164870392 4.77092555896001 0.00243797415340587 0.196124740027602
"SLC22A16" 1.48147022218368 2.65203248331753 0.00246454334565307 0.197469071027106
"AC007906.1" 1.4518127586874 6.5044259615382 0.00249674672815387 0.199252325544423
"BLCAP" 1.46465239558122 4.74991504545246 0.00251256223899751 0.199468445348538
"LRP1" 1.45282520212404 5.12031136362795 0.0025193708089052 0.199468445348538
"FXYD1" 1.44613610428519 5.94944225157356 0.00254906827212654 0.20102514393294
"CACNA2D2" 1.44460992411925 6.16418730171443 0.00263456014232656 0.206952447886053
"FAM206A" 1.45427351693636 4.01532746512466 0.00273504515419236 0.213146035982099
"SSR2" 1.43692120675871 6.53627488853984 0.00275313891712039 0.213146035982099
"CALML6" 1.45577076510174 3.35443657390069 0.00275399792841603 0.213146035982099
"SKIDA1" 1.4484533162795 4.8329404570832 0.00275596941337745 0.213146035982099
"SLAMF1" 1.45003286316583 4.44190668047661 0.00277126037808063 0.213504294743589
"BOLA2" 1.45244403542331 3.38327799432904 0.00280964686958003 0.214583822508842
"DTD2" 1.45217708559404 3.38482882186303 0.00281436765555903 0.214583822508842
"SOHLH1" 1.42742118238076 5.33892717680843 0.00282463786291434 0.214583822508842
"ZNF16" 1.47597498131292 1.64746802785849 0.00282812286667337 0.214583822508842
"ZSCAN4" 1.42372260114364 5.39151629509451 0.00285812267039181 0.215013353579005
"RRP7A" 1.4329317406595 5.12828333565818 0.0028658456588016 0.215013353579005
"UNC80" 1.44481658233434 4.44424032609384 0.00286706335988782 0.215013353579005
"PEX11G" 1.45206995563039 3.04492770143668 0.00288498848129993 0.215013353579005
"PID1" -1.42231623146987 5.7715068893513 0.00288745405185723 0.215013353579005
"PIEZO2" 1.42755817239014 7.13843076991512 0.00292746898080403 0.216758026584088
"HAP1" 1.45716413772877 2.37873686441922 0.0029419487141173 0.216758026584088
"FTH1" 1.41742632167933 5.44218916324439 0.00294334697373431 0.216758026584088
"ATG16L2" 1.49392829156838 0.881734091221276 0.00298209899378436 0.218807417379101
"ZBTB39" 1.45125791140241 2.33894258801862 0.00302225152236239 0.220944234468763
"ADORA1" 1.43529138005668 4.39939679963734 0.00304232179029225 0.221602719204887
"NDUFAF3" 1.4198287189449 6.542702812708 0.00307874396901915 0.223443190012401
"TCAF2" 1.40981231376252 5.444467076148 0.00309275794601284 0.223649943742178
"C9orf135" 1.43534352394509 3.67676058228805 0.00310676386139108 0.223854629163758
"SCGN" 1.48970122761298 0.739931798538834 0.00315548498662174 0.22529622213646
"SND1" 1.4110910582188 5.30744585729322 0.00316753372822835 0.22529622213646
"AP5B1" 1.42746415114797 4.81202953706994 0.00316778434579237 0.22529622213646
"OSBPL6" 1.42571046882899 4.87288382584442 0.00317371756244489 0.22529622213646
"KIAA2022" 1.44663151910882 2.06609604836283 0.00318300788101534 0.22529622213646
"MSS51" 1.42693558564648 4.0457032797684 0.00326164368706742 0.228292096311331
"CTD-2192J16.24" 1.40214815668505 5.74259878361827 0.00328503432466269 0.228292096311331
"C3orf52" 1.41084778693456 6.11216482677184 0.00328831146920976 0.228292096311331
"TLE1" 1.39931727911758 5.47056229039963 0.00329247811808107 0.228292096311331
"CFC1" 2.02107002247965 -2.49355618344316 0.00330104615940194 0.228292096311331
"FOXQ1" 1.40850805330154 6.63031830513508 0.00330964484707336 0.228292096311331
"NR5A2" 1.40591321107905 5.2450608640868 0.00332401885812047 0.228292096311331
"IP6K3" 1.42400169827692 3.98755073265317 0.00332583039345475 0.228292096311331
"PMVK" 1.40726128314109 6.81637726550405 0.00332790635130091 0.228292096311331
"PHYHIPL" 1.40621422777684 6.08056005377135 0.00339050555957615 0.229285700427708
"RDX" 1.42259770290775 3.31480495893035 0.00341552975275204 0.229285700427708
"FYCO1" 1.40375891782736 6.45681954170068 0.00342143662265537 0.229285700427708
"OR6C68" 1.39346095300026 5.46292607258088 0.0034267683505039 0.229285700427708
"PIP5KL1" 1.47141684064852 0.882447865020938 0.00343068893118387 0.229285700427708
"PITPNC1" 1.39713420259739 5.3497662908984 0.00343468584183211 0.229285700427708
"ADAMTS5" 1.40344973587016 6.06124977023175 0.003442109655976 0.229285700427708
"ENPP6" 1.40229254297674 6.66091950318061 0.00344402469827573 0.229285700427708
"RGCC" 1.40301755535259 6.31935100356255 0.00344540940685638 0.229285700427708
"DCUN1D3" 1.42387724727911 2.87990497277602 0.00347176208093644 0.22960512079047
"ARHGAP5" 1.42973626374941 2.37872735650357 0.00350472099192167 0.22960512079047
"MUC20" 1.40001726203697 6.45119773844454 0.0035054069530115 0.22960512079047
"BRI3" 1.40009807794318 6.38225622625072 0.00350708968299854 0.22960512079047
"PCSK9" 1.39931004072208 6.66991967746783 0.00351056161873153 0.22960512079047
"CDC23" 1.41590686688621 3.59300752563291 0.00352371826647867 0.22960512079047
"FARP1" 1.39206515932317 5.32944008898533 0.00356594327199679 0.22960512079047
"ABCG8" 1.3969361158224 6.62169972311286 0.00356708854421069 0.22960512079047
"MARCKS" 1.41229346886996 4.12664363320396 0.00357280786529289 0.22960512079047
"C14orf169" 1.39695016864571 6.24165027673618 0.00358809947290582 0.22960512079047
"EPC2" 1.40070157598558 5.05202058391215 0.00359541643258241 0.22960512079047
"RAB11FIP2" 1.38486752515878 5.56356105490961 0.0036052987150608 0.22960512079047
"ZNF568" 1.3947691598109 7.17962416663486 0.00362531498947899 0.22960512079047
"JAK3" -1.41036389826302 3.7397412692009 0.00364063367835858 0.22960512079047
"EXOC6B" 1.38432061671654 5.68314963971962 0.00366475914185016 0.22960512079047
"AC091180.1" 1.39211768978643 6.75317253223173 0.00367283919769824 0.22960512079047
"SLC35F5" 1.40257068838776 4.8856568361735 0.00367451585641748 0.22960512079047
"EMSY" 1.39911611373252 4.99925437363243 0.00367653198351076 0.22960512079047
"ZNF768" 1.42183695419883 2.20677613732081 0.00367849641231543 0.22960512079047
"CMIP" 1.40715067420924 4.60316407325688 0.00368180775297212 0.22960512079047
"EIF2AK4" 1.39082539826317 6.65090602855997 0.00370865009491624 0.22960512079047
"ZCCHC10" 1.42026296700402 2.17671010294984 0.00371391128352576 0.22960512079047
"KRTAP10-6" 1.39084197050376 6.53105516602215 0.003714415717951 0.22960512079047
"INSRR" 1.39145164724559 6.12609395934014 0.00372530898392006 0.22960512079047
"DSG3" 1.40432553773013 4.11926903204608 0.00376005190415267 0.230130500064653
"TPRG1" 1.38771790859553 5.9940725949762 0.00376268255362431 0.230130500064653
"PEX1" 1.40368917822973 4.12500146770344 0.00377382010094964 0.230130500064653
"BORCS8-MEF2B" 1.41294474667139 2.68340689623474 0.00377978805457894 0.230130500064653
"PRM1" 1.40325927650615 3.57862382286399 0.003819177620989 0.231824081594032
"PSMB2" 1.39977752675295 3.97490947101532 0.0038808650301034 0.234523457453097
"KIAA1191" 1.37533069277047 5.69096607254406 0.00388706444383347 0.234523457453097
"RIC1" 1.38245151308286 6.28643909152473 0.00393444767454333 0.235227888956678
